RespondentID,CollectorID,StartDate,EndDate,Please confirm that you are at least 18 years old. ,Please select the metro area you are located in. ,Please enter your ZIP code. ,,,Please assign grades to the state of California on six timely issues (click the skip button for issues where you don't want to assign a grade).,,,,,,Please grade the state of California on disaster preparedness (click the skip button if you don't want to assign a grade).,What issue should be included in the next report card and why is it important to Californians?,Gender,Age,Household Income,Education,Location (Census Region)
3118269608,50956032,3/12/14 0:48,3/12/14 0:50,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94588,,C,B,A,C,C,B,C,pedestrian safety,Male,45-60,"$150,000+",Some college,Pacific
3118269062,50956072,3/12/14 0:48,3/12/14 0:49,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94303,,A,B+,D+,SKIP,SKIP,A,C+,,Female,> 60,"$50,000 - $99,999",Some college,Pacific
3118268714,50955952,3/12/14 0:47,3/12/14 0:56,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95818,,D,C,C-,C,C-,B,C,Addressing the water issue to insure that ALL of California's needs are addressed instead of just one area (the water tunnel to Southern CA0.,Female,> 60,"$50,000 - $99,999",Some college,Pacific
3118268713,50956032,3/12/14 0:47,3/12/14 0:50,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94708,,B,D+,F,D+,F,A+,D+,More efficient energy production and usage,Male,> 60,"$150,000+",Graduate degree,Pacific
3118268170,50956032,3/12/14 0:47,3/12/14 0:49,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94526,,C,B,C,F,F,F,C,Air Quality Management  Freeway Systems,Female,> 60,"$150,000+",Some college,Pacific
3118266927,50956032,3/12/14 0:46,3/12/14 0:48,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94569,,B,SKIP,SKIP,SKIP,SKIP,A,B,,Female,45-60,"$50,000 - $99,999",High school degree,Pacific
3118260780,50956032,3/12/14 0:42,3/12/14 0:44,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94706,,A,B-,C-,C+,B-,B+,B-,Public transportation is important because we need to reduce our use of fossil fuels and spend less time in traffic jams,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118260351,50956032,3/12/14 0:41,3/12/14 0:43,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94109,,C,C,B,C-,SKIP,B,A-,,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118260232,50955952,3/12/14 0:41,3/12/14 0:43,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95758,,F,D+,D,SKIP,C,A+,B,,Female,45-60,"$150,000+",Some college,Pacific
3118259558,50956032,3/12/14 0:40,3/12/14 0:42,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94015,,B+,D+,D+,C,C,C,C+,,Female,> 60,"$100,000 - $149,999",Some college,Pacific
3118255316,50955952,3/12/14 0:25,3/12/14 0:42,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95670,,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,"Fiscal responsibility and encouraging businesses to stay and grow here.  These things are important to this state to prevent it from becoming a state with two ""classes""-- the very rich, and the very poor.",Female,> 60,"$150,000+",Graduate degree,Pacific
3118249746,50956032,3/12/14 0:33,3/12/14 0:35,I confirm that I am at least 18 years old.,San Francisco Metro Area,,4611,,SKIP,SKIP,F,SKIP,SKIP,SKIP,SKIP,,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118248332,50956032,3/12/14 0:32,3/12/14 0:40,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94019,,B,D+,C-,B-,B,A-,D,"There is no implementation for coastal disasters, nor monies for such. Coastal communities are cut off from other areas when it comes to immediate services. There doesn't really seem to be a statewide coordinated effort for disaster preparedness, only by county, which leaves many areas without a plan or funds.",Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118240342,50956032,3/12/14 0:26,3/12/14 0:28,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94550,,C-,B,C,SKIP,SKIP,B+,SKIP,housing,Male,> 60,"$100,000 - $149,999",Some college,Pacific
3118240304,50956032,3/12/14 0:26,3/12/14 0:28,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94941,,B,C,D+,SKIP,D+,A+,C+,"state tax reform to stop giving breaks to people who own multiple properties, open market to first time buyers",Female,45-60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3118238610,50956072,3/11/14 23:30,3/12/14 0:30,I confirm that I am at least 18 years old.,San Jose Metro Area,,95023,,B+,F,C-,SKIP,C,B+,B,,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3118237019,50956032,3/12/14 0:24,3/12/14 0:27,I confirm that I am at least 18 years old.,San Francisco Metro Area,,4564,,B+,B-,B,SKIP,B-,A,B+,State Parks,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3118236902,50956032,3/12/14 0:24,3/12/14 0:28,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94611,,A-,D,F,SKIP,C,C,C,"Water conservation. Because there is NO action on it, and we have no water. And now with fracking, and its destruction of even more water, we're dying.",Female,> 60,,Graduate degree,Pacific
3118236167,50956032,3/12/14 0:23,3/12/14 0:31,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94117,,C+,C-,D+,C+,C+,A+,B-,Sustainable farming.   We are using too much water for some crops and livestock. Need to market all parts of animals farmed  Ex:  don't just sell xlarge eggs or steaks,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118235387,50956072,3/12/14 0:23,3/12/14 0:25,I confirm that I am at least 18 years old.,San Jose Metro Area,,95125,,A-,D,B-,B-,F,A+,D+,Infrastructure & economic development,Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3118235067,50956072,3/12/14 0:23,3/12/14 0:24,I confirm that I am at least 18 years old.,San Jose Metro Area,,95070,,C,B,B,D,D,D,B,,Female,> 60,"$100,000 - $149,999",Some college,Pacific
3118233509,50956032,3/12/14 0:21,3/12/14 0:23,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94566,,SKIP,B,C-,SKIP,D,B,B,,Female,45-60,,,Pacific
3118231975,50955952,3/12/14 0:20,3/12/14 0:23,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95826,,C,D,D,A+,C,F,D,,Female,45-60,"$100,000 - $149,999",Some college,Pacific
3118231571,50956072,3/12/14 0:20,3/12/14 0:24,I confirm that I am at least 18 years old.,San Jose Metro Area,,95118,,D+,C+,D+,C+,C+,A-,B+,Tougher regulations on foreign visa work status.  Also immigrant taxation status.,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118229441,50956032,3/12/14 0:18,3/12/14 0:20,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94502,,SKIP,SKIP,C,SKIP,SKIP,A+,C,,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118229147,50956072,3/12/14 0:18,3/12/14 0:19,I confirm that I am at least 18 years old.,San Jose Metro Area,,94040,,B+,SKIP,SKIP,SKIP,D+,B+,SKIP,,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118228458,50956032,3/12/14 0:18,3/12/14 0:20,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94901,,B+,B+,A-,B-,B,A-,B,"environmental protection, particularly with respect to fracking.",Male,> 60,"$150,000+",Graduate degree,Pacific
3118227755,50956032,3/12/14 0:17,3/12/14 0:19,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94080,,SKIP,B-,B,SKIP,C+,B+,A+,water conservation / we are currently experiencing a drought,Female,45-60,"$150,000+",Some college,Pacific
3118227232,50955952,3/12/14 0:17,3/12/14 0:20,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95608,,B,B,C-,C,C,C,B,"Re-instating Medicaid services to prior level. My health care costs are soaring and very hard to keep up, especially after all of the cuts, I'm sure others on Medicaid are also facing my situation. It's either you pay yourself or go without.",Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3118226181,50956032,3/12/14 0:16,3/12/14 0:17,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94541,,SKIP,D,F,SKIP,D+,SKIP,B-,,Male,45-60,"$0 - $24,999",Some college,Pacific
3118225825,50956032,3/12/14 0:16,3/12/14 0:18,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94595,,SKIP,B-,C+,SKIP,B+,B+,SKIP,,Female,> 60,"$0 - $24,999",Some college,Pacific
3118225499,50956032,3/12/14 0:15,3/12/14 0:17,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94568,,A,B+,C,C,A+,A+,B,affordable housing,Male,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118224730,50955952,3/12/14 0:15,3/12/14 0:17,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95820,,SKIP,C,C-,B+,B+,C-,B,How is the State handling the drought situation?,Female,> 60,"$50,000 - $99,999",Some college,Pacific
3118224679,50955952,3/12/14 0:15,3/12/14 0:18,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95624,,F,D,F,SKIP,C+,C,C,How well is California maintaining our roadways?,Female,> 60,"$150,000+",Some college,Pacific
3118220219,50956032,3/12/14 0:12,3/12/14 0:18,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94506,,B,C,C+,C,B,B-,B,Road and bridge maintenance /repair.,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3118217355,50956032,3/12/14 0:10,3/12/14 0:12,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94530,,A,B-,C+,SKIP,C+,A+,B,"How well is California prepared for disaster?    Depending on which part of the state, it is prone to earthquakes, fires, floods, landslides, etc.",Male,> 60,"$0 - $24,999",Some college,Pacific
3118216519,50956032,3/12/14 0:09,3/12/14 0:11,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94566,,A-,C,C,C-,D+,D+,C+,,Female,> 60,,Associate or bachelor degree,Pacific
3118216055,50956032,3/12/14 0:09,3/12/14 0:11,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94404,,A,A,A-,SKIP,SKIP,A,SKIP,,Female,> 60,,Associate or bachelor degree,Pacific
3118214501,50956032,3/12/14 0:07,3/12/14 0:12,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94805,,SKIP,C,C-,SKIP,C,SKIP,B,Taxes are too high,Male,> 60,"$50,000 - $99,999",Some college,Pacific
3118214096,50956032,3/12/14 0:07,3/12/14 0:12,I confirm that I am at least 18 years old.,Sacramento Metro Area,,94531,,A,A,A,A,A,A,A,Congress should pass the Unemployment Insurance Extension so that crime will go down,Female,> 60,"$50,000 - $99,999",High school degree,Pacific
3118213445,50956032,3/12/14 0:07,3/12/14 0:08,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94103,,B,SKIP,SKIP,SKIP,B,B+,SKIP,,Female,> 60,"$50,000 - $99,999",High school degree,Pacific
3118212146,50956032,3/12/14 0:06,3/12/14 0:09,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94038,,B+,D,D,A+,B,B+,C+,Emergency Preparedness - Because of our location and the fact that all technology (cell phones...) will NOT be available should we be confronted with a major disaster. The General public is not educated or prepared.,Male,45-60,"$50,000 - $99,999",Some college,Pacific
3118211473,50955952,3/12/14 0:01,3/12/14 0:09,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95762,,C-,B,D+,SKIP,D-,F,A-,Disparity between rich and poor.  The shrinking middle class is being overly burdened especially with regards to paying for services for the poor,Female,45-60,"$150,000+",Graduate degree,Pacific
3118209946,50956032,3/12/14 0:04,3/12/14 0:07,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94901,,C-,SKIP,SKIP,SKIP,D-,D-,SKIP,"Environment, GMO's and prison system.",Female,45-60,"$0 - $24,999",Graduate degree,Pacific
3118209344,50956032,3/12/14 0:03,3/12/14 2:18,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94579,,C+,C,C-,C-,B-,A,B,Medical marijuana,Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3118209082,50956032,3/12/14 0:04,3/12/14 0:05,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94124,,B,C+,C+,B-,C+,A+,B,,Male,> 60,"$100,000 - $149,999",Graduate degree,Pacific
3118205605,50956032,3/12/14 0:01,3/12/14 0:03,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94114,,A-,C,D,C,D,A-,C-,high speed rail,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118204450,50956032,3/12/14 0:00,3/12/14 0:02,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94025,,A+,C,D+,D+,B,B,C,,Female,30-44,"$50,000 - $99,999",Some college,Pacific
3118202990,50955952,3/11/14 23:59,3/12/14 0:02,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95621,,C+,D+,D+,SKIP,D+,SKIP,SKIP,,Female,30-44,"$0 - $24,999",Some college,Pacific
3118201910,50956032,3/11/14 23:59,3/12/14 0:01,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94530,,B+,B,D,SKIP,SKIP,SKIP,SKIP,,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3118195698,50955952,3/11/14 23:54,3/11/14 23:57,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95838,,D-,D,D,D,F,F,F,,Female,45-60,"$25,000 - $49,999",Some college,Pacific
3118195481,50956032,3/11/14 23:54,3/11/14 23:56,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94005,,A,D,D+,C,D,SKIP,B,"Drought, because we have no water. Fracking, because it wrecks the water supple. An agricultural policy - why are we growing rice in deserts? State parks - let's keep them open.",Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3118195357,50956032,3/11/14 23:54,3/11/14 23:56,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94601,,C,C-,C-,D,B,B,B-,,Female,30-44,"$50,000 - $99,999",Graduate degree,Pacific
3118195299,50956032,3/11/14 23:54,3/11/14 23:56,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94019,,A-,C-,C,SKIP,SKIP,A,SKIP,"Water management because without water, we're done.",Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118194287,50956072,3/11/14 23:53,3/11/14 23:55,I confirm that I am at least 18 years old.,San Jose Metro Area,,95051,,B,C,C,C,B,B,C,Environment,Male,30-44,"$150,000+",High school degree,Pacific
3118193489,50956072,3/11/14 23:53,3/11/14 23:54,I confirm that I am at least 18 years old.,San Jose Metro Area,,94040,,B,B-,C+,B,B,B,B,Environmental protection and wildlife conservation,Female,18-29,"$100,000 - $149,999",High school degree,Pacific
3118193145,50956032,3/11/14 23:52,3/11/14 23:57,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94517,,SKIP,B,C,SKIP,SKIP,SKIP,B,police constitutionality. Because citizens should feel safe and secure that law enforcement respects their rights.,Female,45-60,"$50,000 - $99,999",High school degree,Pacific
3118191875,50956032,3/11/14 23:52,3/11/14 23:53,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94582,,C+,D+,D-,D-,D-,A+,B+,Cyber safety,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118191519,50955952,3/11/14 23:51,3/11/14 23:58,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95660,,F,D,C,A+,C-,B,C,Crime. It affects every person living in CA.,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118188816,50956032,3/11/14 23:50,3/11/14 23:51,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94127,,B,C+,C+,SKIP,B-,A+,B,The cost of housing and property taxes,Female,> 60,"$150,000+",Associate or bachelor degree,Pacific
3118185957,50956032,3/11/14 23:48,3/11/14 23:50,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94566,,C+,D+,F,B,D,F,D,Costs of doing business in California.,Male,45-60,"$150,000+",Graduate degree,Pacific
3118185048,50956032,3/11/14 23:47,3/11/14 23:52,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94110,,A-,F,D+,C,C-,A+,C+,,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118184395,50956032,3/11/14 23:47,3/11/14 23:53,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94706,,,B,B+,A+,D,D,B,"Protecting people's freedom to refrain from being forced to act contrary to their beliefs.  For example, people whose religions condemn same-sex marriage shouldn't be forced to bake same-sex wedding cakes, same as people who don't believe in God shouldn't be forced to pray in school or at official government meetings.",Female,45-60,"$150,000+",Graduate degree,Pacific
3118184226,50955952,3/11/14 23:46,3/11/14 23:49,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95765,,D-,B+,B+,A+,B+,B+,B-,Tax reduction and dergulation,Male,45-60,"$150,000+",Graduate degree,Pacific
3118182010,50956032,3/11/14 23:45,3/11/14 23:47,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94605,,B-,D+,D,SKIP,C,D+,B+,"How to handle retirement benefits in the public sector, so we don't continue to bankrupt cities",Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3118181975,50955952,3/11/14 23:45,3/11/14 23:47,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95661,,B-,B,A-,A-,B,A-,SKIP,,Female,> 60,"$150,000+",Associate or bachelor degree,Pacific
3118181092,50955952,3/11/14 23:44,3/11/14 23:52,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95677,,C-,C,D,SKIP,C-,B+,SKIP,"Water usage and preservation, as well as water privatization.  In the future water is going to be a big issue and having it privatized is going to dither aggregate the issue.",Female,18-29,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118180351,50956032,3/11/14 23:44,3/11/14 23:46,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94019,,B-,C-,B-,SKIP,C-,B-,SKIP,,Female,45-60,"$150,000+",Graduate degree,Pacific
3118177623,50956032,3/11/14 23:42,3/11/14 23:45,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94044,,C-,D,SKIP,,SKIP,D-,D+,,Female,> 60,"$50,000 - $99,999",Some college,Pacific
3118176438,50956032,3/11/14 21:34,3/11/14 23:44,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94568,,B,C,C,SKIP,C-,C+,B,Don't know,Male,45-60,"$150,000+",Some college,Pacific
3118174035,50955952,3/11/14 23:40,3/11/14 23:42,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95616,,A-,C+,C,B,C+,A,D+,"Support for bicycling, because it provides an alternative to the private vehicle that is more energy-efficient, better for the environment, healthier, and more equitable for low-income persons and families.",Female,45-60,"$150,000+",Graduate degree,Pacific
3118173692,50956032,3/11/14 23:39,3/11/14 23:41,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94025,,B+,C,B-,SKIP,B,A,B-,"Water, gas and electricity usage per capita",Female,45-60,,Graduate degree,Pacific
3118170972,50956032,3/11/14 23:38,3/11/14 23:39,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94945,,B+,B+,B,C+,B-,B-,B,,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118170598,50956072,3/11/14 23:37,3/11/14 23:40,I confirm that I am at least 18 years old.,San Jose Metro Area,,95136,,A+,C+,C+,B,F,D+,B,Water....we need it,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118169239,50956072,3/11/14 23:36,3/11/14 23:38,I confirm that I am at least 18 years old.,San Jose Metro Area,,94087,,B,C,C+,C,C+,A,SKIP,,Female,> 60,"$150,000+",Graduate degree,Pacific
3118168202,50956032,3/11/14 23:36,3/11/14 23:37,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94070,,B-,B-,C+,C,C,B,B-,na,Female,> 60,"$150,000+",Graduate degree,Pacific
3118167312,50955952,3/11/14 23:35,3/11/14 23:37,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95815,,D-,C,C,B-,C+,A,C,,Female,45-60,,Some college,Pacific
3118166553,50956072,3/11/14 23:34,3/11/14 23:39,I confirm that I am at least 18 years old.,San Jose Metro Area,,95037,,B,C,D,SKIP,F,C,B,,Male,45-60,"$150,000+",Some college,Pacific
3118166002,50956032,3/11/14 23:34,3/11/14 23:36,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94015,,B+,C+,C,B,B-,A-,B,libraries,Female,> 60,"$150,000+",Associate or bachelor degree,Pacific
3118165245,50956032,3/11/14 23:34,3/11/14 23:36,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94702,,A,C+,D+,B+,B+,B+,B+,"Carbon emissions, water supply, fair rationing rules",Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118161895,50955952,3/11/14 23:31,3/11/14 23:34,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95758,,C-,D+,C-,B,B+,A,C-,"State IT issues. Too many failed, over budget, delayed projects.",Male,45-60,"$50,000 - $99,999",Some college,Pacific
3118161147,50956032,3/11/14 23:31,3/11/14 23:33,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94114,,C+,C+,C,C,D-,A-,B,Environmental sustainability; affordable housing; wealth inequality.,Male,45-60,"$150,000+",Graduate degree,Pacific
3118161064,50955952,3/11/14 23:31,3/11/14 23:32,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95823,,A-,B+,B,B-,B,C+,B,transportation issues,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118160400,50955952,3/11/14 23:31,3/11/14 23:32,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95648,,B-,C-,C-,F,D-,D-,C+,BALANCING THE BUDGET,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118160096,50955952,3/11/14 23:30,3/11/14 23:37,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95618,,B-,B-,A,SKIP,SKIP,A,A-,Approving a balanced budget in a timely manner to keep the state's credit rating in good standing.,Male,> 60,"$150,000+",Graduate degree,Pacific
3118159010,50955952,3/11/14 23:29,3/11/14 23:44,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95608,,A-,B,C+,C,D+,B+,C,"Courses for the financially poor student that needs a good job, but not college material.  Other states have training for jobs beyond the building trades.",Male,> 60,"$150,000+",Graduate degree,Pacific
3118157636,50956032,3/11/14 23:29,3/11/14 23:30,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94531,,A,C+,D,SKIP,C+,B+,SKIP,,Female,45-60,"$150,000+",Graduate degree,Pacific
3118156469,50956032,3/11/14 23:28,3/11/14 23:29,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94706,,A,B-,C,C,D+,A,C-,,Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3118155934,50956032,3/11/14 23:28,3/11/14 23:29,I confirm that I am at least 18 years old.,San Jose Metro Area,,94577,,C-,B,F,D-,D-,F,C,to prepare ourselves not only for earhquake disaster but terrorist as well,,,,,
3118155789,50956032,3/11/14 23:28,3/11/14 23:29,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94112,,SKIP,B,D+,SKIP,C,B+,SKIP,,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118155383,50955952,3/11/14 23:27,3/11/14 23:28,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95628,,F,D+,D+,D+,C+,F,B+,,Male,> 60,"$25,000 - $49,999",Some college,Pacific
3118154110,50956032,3/11/14 23:26,3/11/14 23:29,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94114,,A-,SKIP,A-,A-,A-,A+,B-,,Female,45-60,"$100,000 - $149,999",Some college,Pacific
3118153393,50956032,3/11/14 23:26,3/11/14 23:29,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94703,,B+,C,F,C,C,A,C+,aid to poor people,Female,> 60,"$0 - $24,999",Graduate degree,Pacific
3118152962,50956072,3/11/14 23:26,3/11/14 23:30,I confirm that I am at least 18 years old.,San Jose Metro Area,,94040,,SKIP,B+,C+,SKIP,D+,A+,B,"Income disparity, affordable housing, unemployment, aging workforce, green/ecology issues",Female,45-60,,Graduate degree,Pacific
3118152185,50956032,3/11/14 23:24,3/11/14 23:28,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94002,,B-,D+,D+,C-,SKIP,SKIP,D+,Accountability on how state money is being spent,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3118149035,50956032,3/11/14 23:23,3/11/14 23:25,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94541,,A-,D-,D-,SKIP,B+,A+,SKIP,water management  & I'd assign about a C-minus,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118148381,50955952,3/11/14 23:23,3/11/14 23:25,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95831,,B,D,F,C-,A,A+,C,"Water!  We need storage, conveyance, efficiencies---our water supply problems are bad now and will only get worse unless we utilize all options available to us.",Female,30-44,"$150,000+",Associate or bachelor degree,Pacific
3118146392,50956032,3/11/14 23:21,3/11/14 23:23,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94121,,A-,B-,B-,B,B-,A,B+,"Income inequality--although the Bay Area has job growth, it's still too expensive for many families. A city can not thrive without young people and families.",Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118144795,50956072,3/11/14 23:20,3/11/14 23:22,I confirm that I am at least 18 years old.,San Jose Metro Area,,95008,,F,F,F,,F,F,C,,Female,45-60,"$50,000 - $99,999",Some college,Pacific
3118143692,50955952,3/11/14 23:19,3/11/14 23:20,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95834,,SKIP,SKIP,B-,SKIP,SKIP,SKIP,SKIP,,Female,18-29,"$100,000 - $149,999",Graduate degree,Pacific
3118143321,50956072,3/11/14 23:19,3/11/14 23:21,I confirm that I am at least 18 years old.,San Jose Metro Area,,95117,,A,SKIP,C+,SKIP,D+,A+,B,don't know,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118142816,50956032,3/11/14 23:19,3/11/14 23:20,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94107,,SKIP,SKIP,SKIP,SKIP,D-,B-,B+,,Female,30-44,"$150,000+",Graduate degree,Pacific
3118142804,50955952,3/11/14 23:19,3/11/14 23:20,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95765,,D,C,D,D,D,D,C+,,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118141803,50956032,3/11/14 23:18,3/11/14 23:20,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94061,,A-,D-,D+,D+,C,A,B,Environment-consequences of fracking; protection of the environment and wildlife care/protection,Female,> 60,"$150,000+",Graduate degree,Pacific
3118141617,50956072,3/11/14 23:18,3/11/14 23:22,I confirm that I am at least 18 years old.,San Jose Metro Area,,95129,,B+,C,D,C-,B-,A-,B-,"Climate change regulations and pollution control/clean-up should be on the next report card. These are issues facing everyone due to changing environments that impact our health, comfort, and water availability.",Female,18-29,"$150,000+",Associate or bachelor degree,Pacific
3118139051,50956032,3/11/14 23:16,3/11/14 23:17,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94536,,A-,B,B,A-,A-,A,B+,,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118138873,50956072,3/11/14 23:16,3/11/14 23:18,I confirm that I am at least 18 years old.,San Jose Metro Area,,95008,,SKIP,SKIP,SKIP,SKIP,F,F,SKIP,,Female,45-60,"$100,000 - $149,999",Some college,Pacific
3118138007,50955952,3/11/14 23:16,3/11/14 23:18,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95618,,B-,A-,SKIP,SKIP,SKIP,A,SKIP,water management & drought measures,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3118137606,50956032,3/11/14 23:15,3/11/14 23:18,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94611,,C+,B+,C,C,C,B,B,,Female,> 60,"$0 - $24,999",Some college,Pacific
